cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
17483944,302,ENG - Shallow Excavations,2,304,"Wet, Ground Water Near the Surface (75 - 180cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553636903
17483944,302,ENG - Shallow Excavations,3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.084,Unstable excavation walls,0.084,Unstable excavation walls,1,Unstable excavation walls,0,0,0,1553636904
17483944,302,ENG - Shallow Excavations,4,23660,Dust PM10 and PM2.5 Generation,1,0.072,Dusty,0.072,Dusty,0.072,Dusty,0.072,Dusty,0,0,0,1553636905
17483944,302,ENG - Shallow Excavations,5,336,"Clayey 50 to 180cm (20 to 72"")",1,0,Not too clayey,0.005,Too clayey,0.005,Too clayey,0.125,Too clayey,0,0,0,1553636906
17483944,395,ENG - Small Commercial Buildings,0,395,ENG - Small Commercial Buildings,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553636907
17483944,395,ENG - Small Commercial Buildings,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553636908
17483944,395,ENG - Small Commercial Buildings,2,343,"Wet, Ground Water Near the Surface (45 -75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553636909
17483944,395,ENG - Small Commercial Buildings,3,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553636910
17483944,23656,ENG - Unpaved Local Roads and Streets,0,23656,ENG - Unpaved Local Roads and Streets,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553636911
17483944,23656,ENG - Unpaved Local Roads and Streets,1,201,Ponded > 4 hours,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553636912
17483944,23656,ENG - Unpaved Local Roads and Streets,2,401,"Wet, Ground Water Near the Surface (30 - 75cm)",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553636913
17483944,23656,ENG - Unpaved Local Roads and Streets,3,23803,Shrink-Swell (LEP WTD_AVG 25-100cm or Bedrock),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553636914
17483944,23656,ENG - Unpaved Local Roads and Streets,4,399,Potential Frost Action > Low,1,1,Frost action,1,Frost action,1,Frost action,1,Frost action,0,0,0,1553636915
17483944,23656,ENG - Unpaved Local Roads and Streets,5,400,"Strength (AASHTO Group Index Thickest Layer 10 to 40"")",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1553636916
17483944,57992,Farm and Garden Composting Facility - Surface,0,57992,Farm and Garden Composting Facility - Surface,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553636917
17483944,57992,Farm and Garden Composting Facility - Surface,1,20467,"Soil Strength (AASHTO Group Index, 0-50cm)",1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,0,0,1553636918
17483944,57992,Farm and Garden Composting Facility - Surface,2,57993,Depth to Saturation (50-100cm),1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553636919
17483944,57992,Farm and Garden Composting Facility - Surface,3,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553636920
17483944,57992,Farm and Garden Composting Facility - Surface,4,20487,Precipitation,1,0.01,Low precipitation,0.053,Low precipitation,0.053,Low precipitation,0.096,Low precipitation,0,0,0,1553636921
17483944,351,FOR - Construction Limitations for Haul Roads/Log Landings,0,351,FOR - Construction Limitations for Haul Roads/Log Landings,0,0.5,Moderate,0.5,Moderate,0.5,Moderate,0.5,Moderate,1,1,0,1553636922
17483944,351,FOR - Construction Limitations for Haul Roads/Log Landings,1,531,Strength Limitation (1),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553636923
17483944,351,FOR - Construction Limitations for Haul Roads/Log Landings,2,23660,Dust PM10 and PM2.5 Generation,1,0.072,Dusty,0.072,Dusty,0.072,Dusty,0.072,Dusty,0,0,0,1553636924
17483944,670,FOR - Hand Planting Suitability,0,670,FOR - Hand Planting Suitability,0,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,0.75,Poorly suited,0,0,0,1553636925
17483944,670,FOR - Hand Planting Suitability,1,25121,"Stickiness Limitation (4), Revised",1,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0.5,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0,0,0,1553636926
17483944,559,FOR - Harvest Equipment Operability,0,559,FOR - Harvest Equipment Operability,0,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,0.5,Moderately suited,1,1,0,1553636927
17483944,559,FOR - Harvest Equipment Operability,1,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553636928
17483944,559,FOR - Harvest Equipment Operability,2,23660,Dust PM10 and PM2.5 Generation,1,0.072,Dusty,0.072,Dusty,0.072,Dusty,0.072,Dusty,0,0,0,1553636929
17483944,348,FOR - Log Landing Suitability,0,348,FOR - Log Landing Suitability,0,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,1,0,1553636930
17483944,348,FOR - Log Landing Suitability,1,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553636931
17483944,348,FOR - Log Landing Suitability,2,335,Wetness Limitation (1),1,0.5,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553636932
17483944,348,FOR - Log Landing Suitability,3,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553636933
17483944,348,FOR - Log Landing Suitability,4,23660,Dust PM10 and PM2.5 Generation,1,0.072,Dusty,0.072,Dusty,0.072,Dusty,0.072,Dusty,0,0,0,1553636934
17483944,63742,FOR - Mechanical Planting Suitability,0,63742,FOR - Mechanical Planting Suitability,0,0.358,Moderately suited,0.58,Poorly suited,0.58,Poorly suited,0.75,Poorly suited,0,0,0,1553636935
17483944,63742,FOR - Mechanical Planting Suitability,1,61437,Stickiness Limitation (4) (Updated),1,0.358,Stickiness; high plasticity index,0.58,Stickiness; high plasticity index,0.58,Stickiness; high plasticity index,0.75,Stickiness; high plasticity index,0,0,0,1553636936
17483944,63743,FOR - Mechanical Site Preparation (Deep),0,63743,FOR - Mechanical Site Preparation (Deep),0,0,Well suited,0,Well suited,0,Well suited,0,Well suited,0,0,0,1553636937
17483944,63744,FOR - Mechanical Site Preparation (Surface),0,63744,FOR - Mechanical Site Preparation (Surface),0,0,Well suited,0.086,Moderately suited,0.086,Moderately suited,0.329,Moderately suited,0,0,0,1553636938
17483944,63744,FOR - Mechanical Site Preparation (Surface),1,61460,"Stickiness Limitation (3), Revised (Updated)",1,0,Stickiness,0.086,Stickiness; high plasticity index,0.086,Stickiness; high plasticity index,0.329,Stickiness; high plasticity index,0,0,0,1553636939
17483944,63745,FOR - Potential Erosion Hazard (Off-Road/Off-Trail),0,63745,FOR - Potential Erosion Hazard (Off-Road/Off-Trail),0,0,Slight,0,Slight,0,Slight,0,Slight,0,0,0,1553636940
17483944,330,FOR - Potential Erosion Hazard (Road/Trail),0,330,FOR - Potential Erosion Hazard (Road/Trail),0,0,Slight,0,Slight,0,Slight,0,Slight,0,0,0,1553636941
17483944,10458,FOR - Potential Fire Damage Hazard,0,10458,FOR - Potential Fire Damage Hazard,0,0,Low,0,Low,0,Low,0,Low,0,0,0,1553636942
17483944,10599,FOR - Potential Seedling Mortality,0,10599,FOR - Potential Seedling Mortality,0,0,Low,1,High,1,High,1,High,0,1,0,1553636943
17483944,10599,FOR - Potential Seedling Mortality,1,10536,Wetness Limitation (7),1,0,Wetness,1,Wetness,1,Wetness,1,Wetness,0,1,0,1553636944
17483944,297,FOR - Road Suitability (Natural Surface),0,297,FOR - Road Suitability (Natural Surface),0,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,Poorly suited,1,1,0,1553636945
17483944,297,FOR - Road Suitability (Natural Surface),1,310,Ponding Limitation,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553636946
17483944,297,FOR - Road Suitability (Natural Surface),2,335,Wetness Limitation (1),1,0.5,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1553636947
17483944,297,FOR - Road Suitability (Natural Surface),3,329,Strength Limitation (2),1,0.5,Low strength,0.5,Low strength,0.5,Low strength,0.5,Low strength,1,1,0,1553636948
17483944,297,FOR - Road Suitability (Natural Surface),4,23660,Dust PM10 and PM2.5 Generation,1,0.072,Dusty,0.072,Dusty,0.072,Dusty,0.072,Dusty,0,0,0,1553636949
17483944,281,FOR - Soil Rutting Hazard,0,281,FOR - Soil Rutting Hazard,0,1,Severe,1,Severe,1,Severe,1,Severe,0,1,0,1553636950
17483944,281,FOR - Soil Rutting Hazard,1,640,Strength Limitation (3),1,1,Low strength,1,Low strength,1,Low strength,1,Low strength,0,1,0,1553636951
17483944,63746,FOR - Windthrow Hazard,0,63746,FOR - Windthrow Hazard,0,0.3,Moderate,0.3,Moderate,0.3,Moderate,0.3,Moderate,0,0,0,1553636952
17483944,63746,FOR - Windthrow Hazard,1,61448,Windthrow Water Table (Updated),1,1,Water table depth,1,Water table depth,1,Water table depth,1,Water table depth,0,0,0,1553636953
17483944,63746,FOR - Windthrow Hazard,2,63738,Windthrow Hillslope Rating,1,0.3,Hillslope position,0.3,Hillslope position,0.3,Hillslope position,0.3,Hillslope position,0,0,0,1553636954
17483944,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),0,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),0,0,Poorly suited,0,Poorly suited,0,Poorly suited,0,Poorly suited,0,0,0,1553636955
17483944,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),1,56158,"USFS Region 4, Native Surface Roads - Slope and AASHTO GI",1,0,Soil strength,0,Soil strength,0,Soil strength,0,Soil strength,0,0,0,1553636956
17483944,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),2,56154,"USFS Region 4, Native Surface Roads - Slope and LEP",1,0,Shrink-swell,0,Shrink-swell,0,Shrink-swell,0,Shrink-swell,0,0,0,1553636957
17483944,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),3,51818,"USFS Region 4, Native Surface Roads - Ponding and Flooding",1,0,Ponding or flooding,0,Ponding or flooding,0,Ponding or flooding,0,Ponding or flooding,0,0,0,1553636958
17483944,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),4,58535,"USFS Region 4, Native Surface Roads - Water Table v2",1,0,Depth to water table,0,Depth to water table,0,Depth to water table,0,Depth to water table,0,0,0,1553636959
17483944,58534,FOR (USFS) - Road Construction/Maintenance (Natural Surface),5,48699,"USFS Region 4, Native Surface Roads - Slope",1,0,Slope gradient,0,Slope gradient,0,Slope gradient,1,Slope gradient,0,0,0,1553636960
17483944,54580,Fragile Soil Index,0,54580,Fragile Soil Index,0,0.264,Moderately fragile,0.266,Moderately fragile,0.266,Moderately fragile,0.271,Moderately fragile,0,0,0,1553636961
17483944,54580,Fragile Soil Index,1,54581,Vegetative Cover,1,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0.92,Low vegetative cover,0,0,0,1553636962
17483944,54580,Fragile Soil Index,2,54639,Structure Index of Surface,1,0.75,Weakly structured,0.75,Weakly structured,0.75,Weakly structured,0.75,Weakly structured,0,0,0,1553636963
17483944,54580,Fragile Soil Index,3,54579,Organic Matter in surface Layer,1,0.051,High organic matter,0.051,High organic matter,0.051,High organic matter,0.051,High organic matter,0,0,0,1553636964
17483944,54580,Fragile Soil Index,4,54638,Slope full range,1,0,Nearly level,0.009,Nearly level,0.009,Nearly level,0.036,Nearly level,0,0,0,1553636965
17483944,825,"GRL - Fencing, Post Depth =<24 inches",0,825,"GRL - Fencing, Post Depth =<24 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,1553636966
17483944,825,"GRL - Fencing, Post Depth =<24 inches",1,855,GRL-Shrink-Swell of Thickest Layer Within 0-24 inches),1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553636967
17483944,825,"GRL - Fencing, Post Depth =<24 inches",2,10032,GRL-Depth to Water Table <24 inches,1,1,<24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,1,<24 inches to water table,0,0,0,1553636968
17483944,825,"GRL - Fencing, Post Depth =<24 inches",3,826,"GRL-Too Clayey, 0-24 inches",1,0.726,18 to 45% Clay,0.901,18 to 45% Clay,0.901,18 to 45% Clay,1,> 45% Clay,0,0,0,1553636969
17483944,825,"GRL - Fencing, Post Depth =<24 inches",4,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,1553636970
17483944,883,"GRL - Fencing, Post Depth =<36 inches",0,883,"GRL - Fencing, Post Depth =<36 inches",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,1,1,0,1553636971
17483944,883,"GRL - Fencing, Post Depth =<36 inches",1,878,"GRL-Shrink-Swell of Thickest Layer, 0-36 inches",1,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,1,Shrink-swell,0,0,0,1553636972
17483944,883,"GRL - Fencing, Post Depth =<36 inches",2,10033,GRL-Depth to Water Table <36 inches,1,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,1,<36 inches to water table,0,0,0,1553636973
17483944,883,"GRL - Fencing, Post Depth =<36 inches",3,877,"GRL-Too Clayey, 0-36 inches",1,0.726,18 to 45% Clay,0.956,18 to 45% Clay,0.956,18 to 45% Clay,1,>45% Clay,0,0,0,1553636974
17483944,883,"GRL - Fencing, Post Depth =<36 inches",4,857,GRL-Potential Frost Action = High,1,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0.5,High potential frost action,0,0,0,1553636975
17483944,26588,Ground Penetrating Radar Penetration,0,26588,Ground Penetrating Radar Penetration,0,0.5,Moderate penetration,0.667,Low penetration,0.667,Low penetration,0.667,Low penetration,0,0,0,1553636976
17483944,26588,Ground Penetrating Radar Penetration,1,26595,"GPR - Attenuation Due to Clay, Water, and Exchangeable Ions",1,0.5,"Attenuation due to clay, water, and exchangeable ions",0.667,"Attenuation due to clay, water, and exchangeable ions",0.667,"Attenuation due to clay, water, and exchangeable ions",0.667,"Attenuation due to clay, water, and exchangeable ions",0,0,0,1553636977
17483944,25190,MIL - Bivouac Areas (DOD),0,25190,MIL - Bivouac Areas (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553636978
17483944,25190,MIL - Bivouac Areas (DOD),1,22164,Ponding Duration All,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553636979
17483944,25190,MIL - Bivouac Areas (DOD),2,41902,Depth to High Water Table 45 to 75cm,1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1553636980
17483944,25190,MIL - Bivouac Areas (DOD),3,41905,Ksat Minimum 0.42 to 4.2 um/sec; 0 to 100cm,1,0,Water movent adequate,0.167,Slow water movement,0.167,Slow water movement,0.338,Slow water movement,0,0,0,1553636981
17483944,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),0,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553636982
17483944,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),1,22164,Ponding Duration All,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553636983
17483944,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),2,34225,Depth to Water Table 0 to 120cm,1,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0.969,Depth to saturated zone,0,0,0,1553636984
17483944,25191,MIL - Excavations Crew-Served Weapon Fighting Position (DOD),3,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.084,Unstable excavation walls,0.084,Unstable excavation walls,1,Unstable excavation walls,0,0,0,1553636985
17483944,25192,MIL - Excavations for Individual Fighting Position (DOD),0,25192,MIL - Excavations for Individual Fighting Position (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553636986
17483944,25192,MIL - Excavations for Individual Fighting Position (DOD),1,34222,Ponding Duration all Classes,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553636987
17483944,25192,MIL - Excavations for Individual Fighting Position (DOD),2,34335,Depth to Water Table 0 to 50cm,1,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0.82,Depth to saturated zone,0,0,0,1553636988
17483944,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,25193,MIL - Excavations for Vehicle Fighting Position (DOD),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1553636989
17483944,25193,MIL - Excavations for Vehicle Fighting Position (DOD),1,22164,Ponding Duration All,1,1,Ponding,1,Ponding,1,Ponding,1,Ponding,0,0,0,1553636990
17483944,25193,MIL - Excavations for Vehicle Fighting Position (DOD),2,34345,Depth to Water Table 0 to 180cm,1,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0.986,Depth to saturated zone,0,0,0,1553636991
17483944,25193,MIL - Excavations for Vehicle Fighting Position (DOD),3,41909,Dense Layer 0 to 180cm,1,0.61,Dense soil layer,0.61,Dense soil layer,0.61,Dense soil layer,0.61,Dense soil layer,0,0,0,1553636992
17483944,25193,MIL - Excavations for Vehicle Fighting Position (DOD),4,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.084,Unstable excavation walls,0.084,Unstable excavation walls,1,Unstable excavation walls,0,0,0,1553636993
17483944,25194,MIL - Helicopter Landing Zones (DOD),0,25194,MIL - Helicopter Landing Zones (DOD),0,0.8,Somewhat limited,0.8,Somewhat limited,0.8,Somewhat limited,0.8,Somewhat limited,0,0,0,1553636994
17483944,25194,MIL - Helicopter Landing Zones (DOD),1,41911,Ponding Duration All Somewhat Limiting,1,0.8,Ponding,0.8,Ponding,0.8,Ponding,0.8,Ponding,0,0,0,1553636995
17483944,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553636996
17483944,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553636997
17483944,25195,MIL - Trafficability Veh. Type 1 1-pass wet season (DOD),2,25660,"MIL - Soil Strength Veh-1, VCI-1 wet season, Revised",1,0.99,Low strength,0.99,Low strength,0.99,Low strength,0.99,Low strength,0,0,0,1553636998
17483944,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),0,0.65,Fair,0.65,Fair,0.65,Fair,0.65,Fair,0,0,0,1553636999
17483944,25196,MIL - Trafficability Veh. Type 1 50-passes wet season (DOD),1,25676,"MIL - Slipperiness Veh. 1,2 wet season, Revised",1,0.65,Slippery,0.65,Slippery,0.65,Slippery,0.65,Slippery,0,0,0,1553637000
